"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"08/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53902 - Fundo Constitucional de Financiamento do Centro-Oeste";"0,00";"188.774.531,27";"188.774.531,27";"0,00";
"07/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53902 - Fundo Constitucional de Financiamento do Centro-Oeste";"0,00";"288.671.258,91";"288.671.258,91";"0,00";
"06/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53902 - Fundo Constitucional de Financiamento do Centro-Oeste";"0,00";"387.261.385,55";"387.261.385,55";"0,00";
"01/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53902 - Fundo Constitucional de Financiamento do Centro-Oeste";"4.413.485.665,00";"396.273.591,25";"396.273.591,25";"0,00";
"02/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53902 - Fundo Constitucional de Financiamento do Centro-Oeste";"0,00";"337.929.909,55";"337.929.909,55";"195.346.995,74";
"05/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53902 - Fundo Constitucional de Financiamento do Centro-Oeste";"- 1.436.803.433,72";"414.630.079,51";"414.630.079,51";"0,00";
"02/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53903 - Fundo Constitucional de Financiamento do Nordeste";"0,00";"568.916.368,25";"568.916.368,25";"619.904.405,27";
"05/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53903 - Fundo Constitucional de Financiamento do Nordeste";"329.550.192,00";"2.362.838.145,68";"2.362.838.145,68";"0,00";
"07/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53903 - Fundo Constitucional de Financiamento do Nordeste";"0,00";"866.013.776,54";"866.013.776,54";"0,00";
"08/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53903 - Fundo Constitucional de Financiamento do Nordeste";"0,00";"695.578.997,62";"695.578.997,62";"0,00";
"06/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53903 - Fundo Constitucional de Financiamento do Nordeste";"0,00";"1.161.784.156,54";"1.161.784.156,54";"0,00";
"01/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53903 - Fundo Constitucional de Financiamento do Nordeste";"13.240.456.988,00";"0,00";"0,00";"0,00";
"02/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53901 - Fundo Constitucional de Financiamento do Norte";"0,00";"529.161.229,27";"529.161.229,27";"- 128.386.737,17";
"03/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53901 - Fundo Constitucional de Financiamento do Norte";"0,00";"257.805.764,52";"257.805.764,52";"- 195.346.995,74";
"01/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53901 - Fundo Constitucional de Financiamento do Norte";"4.413.485.665,00";"401.853.191,02";"401.853.191,02";"390.693.991,48";
"06/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53901 - Fundo Constitucional de Financiamento do Norte";"0,00";"387.261.385,55";"387.261.385,55";"0,00";
"05/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53901 - Fundo Constitucional de Financiamento do Norte";"109.850.064,00";"414.630.079,51";"414.630.079,51";"0,00";
"08/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53901 - Fundo Constitucional de Financiamento do Norte";"0,00";"188.774.531,27";"188.774.531,27";"0,00";
"07/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53901 - Fundo Constitucional de Financiamento do Norte";"0,00";"288.671.258,91";"288.671.258,91";"0,00";
"01/2023";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"2.469.568.342,76";"1.078.003.322,46";"471.797.034,95";"251.546.712,84";
"06/2023";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"1.836.867.433,54";"2.379.958.976,11";"1.952.295.600,49";"9.318.240,83";
"02/2023";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"1.922.355.276,01";"1.704.922.316,17";"1.679.842.605,56";"72.500.973,20";
"05/2023";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"2.152.957.390,98";"1.406.929.184,84";"2.017.272.809,28";"19.303.248,23";
"04/2023";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"1.864.830.777,24";"2.329.637.640,09";"1.708.169.575,36";"15.514.086,24";
"07/2023";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"1.731.240.680,67";"1.487.589.995,73";"1.911.968.183,68";"9.206.159,72";
"08/2023";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"73.460.473,04";"1.853.291.084,17";"3.014.165.758,02";"1.406.838,18";
"03/2023";"25000 - Ministério da Fazenda";"25915 - Fundo Constitucional do Distrito Federal";"1.634.706.744,23";"1.698.625.978,35";"1.699.048.593,79";"37.531.129,78";
"02/2023";"68000 - Ministério de Portos e Aeroportos";"49901 - Fundo da Marinha Mercante";"49.228,72";"50.714,76";"50.714,76";"327,19";
"08/2023";"68000 - Ministério de Portos e Aeroportos";"49901 - Fundo da Marinha Mercante";"104.113.966,03";"106.421.583,24";"106.421.583,24";"0,00";
"06/2023";"68000 - Ministério de Portos e Aeroportos";"49901 - Fundo da Marinha Mercante";"63.121.745,45";"78.867.937,88";"78.867.937,88";"0,00";
"01/2023";"68000 - Ministério de Portos e Aeroportos";"49901 - Fundo da Marinha Mercante";"14.963,70";"13.477,66";"13.477,66";"399.319,29";
"05/2023";"68000 - Ministério de Portos e Aeroportos";"49901 - Fundo da Marinha Mercante";"91.807.915,00";"27.967.666,24";"27.967.742,69";"0,00";
"07/2023";"68000 - Ministério de Portos e Aeroportos";"49901 - Fundo da Marinha Mercante";"28.626.861,13";"66.271.290,25";"66.271.290,25";"150.589,83";
"03/2023";"68000 - Ministério de Portos e Aeroportos";"49901 - Fundo da Marinha Mercante";"5.735.160,73";"5.716.510,54";"5.716.401,45";"0,00";
"04/2023";"68000 - Ministério de Portos e Aeroportos";"49901 - Fundo da Marinha Mercante";"29.619.043,47";"29.485.544,31";"29.485.576,95";"0,00";
"06/2023";"40000 - Ministério do Trabalho e Emprego";"38901 - Fundo de Amparo ao Trabalhador";"9.923.321.140,22";"9.922.481.572,68";"9.922.480.910,16";"34.334.325,22";
"03/2023";"40000 - Ministério do Trabalho e Emprego";"38901 - Fundo de Amparo ao Trabalhador";"9.586.557.949,78";"9.586.522.949,78";"9.586.522.949,78";"22.232.836,60";
"02/2023";"40000 - Ministério do Trabalho e Emprego";"38901 - Fundo de Amparo ao Trabalhador";"9.402.009.643,83";"9.402.009.643,83";"9.402.009.643,83";"87.937.408,88";
"05/2023";"40000 - Ministério do Trabalho e Emprego";"38901 - Fundo de Amparo ao Trabalhador";"10.560.199.868,71";"10.476.596.030,97";"10.476.597.516,59";"132.510.870,99";
"07/2023";"40000 - Ministério do Trabalho e Emprego";"38901 - Fundo de Amparo ao Trabalhador";"10.473.299.739,67";"10.471.770.817,42";"10.471.770.817,42";"34.368.368,05";
"08/2023";"40000 - Ministério do Trabalho e Emprego";"38901 - Fundo de Amparo ao Trabalhador";"3.140.433.254,80";"3.140.457.893,57";"3.140.457.893,57";"1.464.891,96";
"04/2023";"40000 - Ministério do Trabalho e Emprego";"38901 - Fundo de Amparo ao Trabalhador";"10.369.051.541,64";"10.369.014.823,26";"10.369.013.337,64";"8.021.800,55";
"01/2023";"40000 - Ministério do Trabalho e Emprego";"38901 - Fundo de Amparo ao Trabalhador";"2.688.546.582,04";"2.688.546.582,04";"2.688.546.582,04";"3.190.492.728,38";
"05/2023";"25000 - Ministério da Fazenda";"25901 - Fundo de Compensação de Variações Salariais";"47.775.592,85";"47.775.592,85";"47.775.592,85";"0,00";
"04/2023";"25000 - Ministério da Fazenda";"25901 - Fundo de Compensação de Variações Salariais";"0,00";"0,00";"0,00";"11.954.520,02";
"02/2023";"25000 - Ministério da Fazenda";"25901 - Fundo de Compensação de Variações Salariais";"17.637.997,57";"17.637.997,57";"29.672.484,40";"26.875.400,64";
"03/2023";"25000 - Ministério da Fazenda";"25901 - Fundo de Compensação de Variações Salariais";"30.594.643,25";"30.594.643,25";"30.594.643,25";"0,00";
"01/2023";"25000 - Ministério da Fazenda";"25901 - Fundo de Compensação de Variações Salariais";"18.595.572,66";"18.595.572,66";"6.561.085,83";"0,00";
"06/2023";"25000 - Ministério da Fazenda";"25901 - Fundo de Compensação de Variações Salariais";"73.248.205,55";"73.248.205,55";"73.248.205,55";"0,00";
"07/2023";"22000 - Ministério da Agricultura e Pecuária";"22905 - Fundo de Defesa da Economia Cafeeira";"6.375.469.000,00";"33.655,06";"33.655,06";"0,00";
"02/2023";"22000 - Ministério da Agricultura e Pecuária";"22905 - Fundo de Defesa da Economia Cafeeira";"40.000,00";"33.969,87";"33.969,87";"128.204.192,86";
"01/2023";"22000 - Ministério da Agricultura e Pecuária";"22905 - Fundo de Defesa da Economia Cafeeira";"0,00";"0,00";"0,00";"48.559.772,48";
"03/2023";"22000 - Ministério da Agricultura e Pecuária";"22905 - Fundo de Defesa da Economia Cafeeira";"70.000,00";"35.919,34";"35.919,34";"53.127.619,00";
"06/2023";"22000 - Ministério da Agricultura e Pecuária";"22905 - Fundo de Defesa da Economia Cafeeira";"0,00";"34.305,35";"34.305,35";"97.679.610,28";
"04/2023";"22000 - Ministério da Agricultura e Pecuária";"22905 - Fundo de Defesa da Economia Cafeeira";"0,00";"35.163,69";"35.163,69";"37.902.641,41";
"08/2023";"22000 - Ministério da Agricultura e Pecuária";"22905 - Fundo de Defesa da Economia Cafeeira";"44.305,13";"1.242.677.787,13";"44.305,13";"0,00";
"05/2023";"22000 - Ministério da Agricultura e Pecuária";"22905 - Fundo de Defesa da Economia Cafeeira";"100.000,00";"34.415,39";"34.415,39";"124.349.961,44";
"03/2023";"30000 - Ministério da Justiça e Segurança Pública";"30905 - Fundo de Defesa de Direitos Difusos";"0,00";"0,00";"0,00";"79.448,05";
"01/2023";"30000 - Ministério da Justiça e Segurança Pública";"30905 - Fundo de Defesa de Direitos Difusos";"0,00";"0,00";"0,00";"2.510.571,42";
"05/2023";"30000 - Ministério da Justiça e Segurança Pública";"30905 - Fundo de Defesa de Direitos Difusos";"0,00";"0,00";"0,00";"38.140,00";
"08/2023";"30000 - Ministério da Justiça e Segurança Pública";"30905 - Fundo de Defesa de Direitos Difusos";"0,00";"0,00";"0,00";"2.937,96";
"02/2023";"30000 - Ministério da Justiça e Segurança Pública";"30905 - Fundo de Defesa de Direitos Difusos";"0,00";"0,00";"0,00";"3.216.534,89";
"04/2023";"30000 - Ministério da Justiça e Segurança Pública";"30905 - Fundo de Defesa de Direitos Difusos";"0,00";"0,00";"0,00";"1.272.354,90";
"08/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"74919 - Fundo de Desenvolvimento do Centro-Oeste";"0,00";"0,00";"0,00";"4.773.600,00";
"04/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"74919 - Fundo de Desenvolvimento do Centro-Oeste";"0,00";"0,00";"0,00";"6.134.047,96";
"03/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"74919 - Fundo de Desenvolvimento do Centro-Oeste";"0,00";"0,00";"0,00";"61.448.392,12";
"06/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"74919 - Fundo de Desenvolvimento do Centro-Oeste";"0,00";"0,00";"0,00";"12.254.322,21";
"08/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"74918 - Fundo de Desenvolvimento do Nordeste";"0,00";"0,00";"0,00";"48.698.841,02";
"07/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"74918 - Fundo de Desenvolvimento do Nordeste";"0,00";"0,00";"0,00";"42.447.238,71";
"06/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"74918 - Fundo de Desenvolvimento do Nordeste";"0,00";"0,00";"0,00";"46.819.752,03";
"04/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"74918 - Fundo de Desenvolvimento do Nordeste";"423.628.746,22";"0,00";"0,00";"181.259.003,27";
"05/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"74918 - Fundo de Desenvolvimento do Nordeste";"- 157.353.594,30";"0,00";"0,00";"0,00";
"01/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"74918 - Fundo de Desenvolvimento do Nordeste";"0,00";"0,00";"0,00";"4.124.619,91";
"02/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"74918 - Fundo de Desenvolvimento do Nordeste";"0,00";"0,00";"0,00";"190.343.054,36";
"03/2023";"53000 - Ministério da Integração e do Desenvolvimento Regional";"74918 - Fundo de Desenvolvimento do Nordeste";"164.682.172,92";"0,00";"0,00";"239.267.701,81";
"08/2023";"25000 - Ministério da Fazenda";"25904 - Fundo de Estabilidade do Seguro Rural";"0,00";"0,00";"205.271,03";"0,00";
"03/2023";"25000 - Ministério da Fazenda";"25904 - Fundo de Estabilidade do Seguro Rural";"430.914,84";"430.914,84";"430.918,44";"0,00";
"06/2023";"25000 - Ministério da Fazenda";"25904 - Fundo de Estabilidade do Seguro Rural";"430.904,47";"430.904,47";"430.907,88";"0,00";
"04/2023";"25000 - Ministério da Fazenda";"25904 - Fundo de Estabilidade do Seguro Rural";"430.911,50";"430.911,50";"430.914,84";"0,00";
"07/2023";"25000 - Ministério da Fazenda";"25904 - Fundo de Estabilidade do Seguro Rural";"19.205.271,03";"19.000.000,00";"19.430.904,47";"0,00";
"01/2023";"25000 - Ministério da Fazenda";"25904 - Fundo de Estabilidade do Seguro Rural";"861.843,62";"430.921,81";"0,00";"399.163,97";
"05/2023";"25000 - Ministério da Fazenda";"25904 - Fundo de Estabilidade do Seguro Rural";"468.257,89";"468.257,89";"468.261,51";"0,00";
"02/2023";"25000 - Ministério da Fazenda";"25904 - Fundo de Estabilidade do Seguro Rural";"- 3,37";"430.918,44";"430.921,81";"0,00";
"06/2023";"25000 - Ministério da Fazenda";"25914 - Fundo de Garantia à Exportação";"349.333.802,97";"349.745.570,98";"349.745.570,98";"3.012.335,87";
"02/2023";"25000 - Ministério da Fazenda";"25914 - Fundo de Garantia à Exportação";"10.924.521,49";"10.859.768,66";"10.859.768,66";"236.478.887,18";
"05/2023";"25000 - Ministério da Fazenda";"25914 - Fundo de Garantia à Exportação";"12.251.011,86";"11.748.893,46";"11.748.893,46";"0,00";
"04/2023";"25000 - Ministério da Fazenda";"25914 - Fundo de Garantia à Exportação";"44.211.350,66";"44.211.350,66";"44.211.350,66";"407.849,26";
"01/2023";"25000 - Ministério da Fazenda";"25914 - Fundo de Garantia à Exportação";"0,00";"0,00";"0,00";"19.010.052,09";
"08/2023";"25000 - Ministério da Fazenda";"25914 - Fundo de Garantia à Exportação";"23.009.752,44";"23.009.752,44";"23.009.752,44";"0,00";
"03/2023";"25000 - Ministério da Fazenda";"25914 - Fundo de Garantia à Exportação";"42.928.928,81";"42.971.311,54";"42.971.311,54";"42.786.541,63";
"07/2023";"25000 - Ministério da Fazenda";"25914 - Fundo de Garantia à Exportação";"7.711.510,88";"7.711.510,88";"7.711.510,88";"0,00";
"04/2023";"20000 - Presidência da República";"20116 - Fundo de Imprensa Nacional";"9.270.765,97";"3.369.474,56";"3.533.833,47";"5.819,81";
"06/2023";"20000 - Presidência da República";"20116 - Fundo de Imprensa Nacional";"709.827,27";"3.333.150,75";"2.619.465,10";"41.044,16";
"05/2023";"20000 - Presidência da República";"20116 - Fundo de Imprensa Nacional";"21.492.229,26";"5.207.345,82";"5.104.320,59";"352.150,55";
"07/2023";"20000 - Presidência da República";"20116 - Fundo de Imprensa Nacional";"3.053.242,84";"4.203.366,12";"4.405.314,33";"425.777,00";
"01/2023";"20000 - Presidência da República";"20116 - Fundo de Imprensa Nacional";"1.665.561,63";"1.143.077,60";"369.324,51";"4.834.999,47";
"08/2023";"20000 - Presidência da República";"20116 - Fundo de Imprensa Nacional";"1.855.615,78";"3.855.738,69";"5.135.518,69";"6.677.597,72";
"02/2023";"20000 - Presidência da República";"20116 - Fundo de Imprensa Nacional";"8.010.174,09";"1.845.190,38";"1.687.571,58";"3.213.780,84";
"03/2023";"20000 - Presidência da República";"20116 - Fundo de Imprensa Nacional";"3.066.755,20";"5.389.850,02";"5.248.422,74";"453.295,97";
"07/2023";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"49001 - Fundo de Terras";"126.410.742,25";"126.410.742,21";"126.410.742,21";"129.533.119,43";
"01/2023";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"49001 - Fundo de Terras";"0,00";"0,00";"0,00";"4.982.279,03";
"08/2023";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"49001 - Fundo de Terras";"133.000.000,00";"0,00";"0,00";"0,00";
"04/2023";"52000 - Ministério da Defesa";"52904 - Fundo do Exército";"207.542.959,55";"151.779.090,31";"152.170.769,56";"31.809.373,97";
"02/2023";"52000 - Ministério da Defesa";"52904 - Fundo do Exército";"164.920.760,59";"122.392.969,14";"101.478.124,13";"118.270.513,51";
